id,text,label
4.276.H,Uma mulher tropeça e cai em cima de um cão. Qual é o filme? Senta em um dálmata.,Trocadilho
4.276.N,Uma mulher tropeça e cai em cima de um cão . Qual é o filme? Senta em um cão.,Não trocadilho
4.356.H,O Rodolfo adoeceu e o Pai Natal não vai conseguir entregar as prendas. Teve uma insuficiência renal.,Trocadilho
4.356.N,O Rodolfo adoeceu e o Pai Natal não vai conseguir entregar as prendas . Teve uma insuficiência cardíaca .,Não trocadilho
4.423.H,Porque é que o Salvador não se perde em Barcelona? Porque ele era Dalí.,Trocadilho
4.423.N,Porque é que o Salvador não se perde em Barcelona? Porque ele tem Google Maps.,Não trocadilho
4.444.H,"Sabes dizer alguma asneira em inglês? ""Put a keep are you!""",Trocadilho
4.444.N,"Sabes dizer alguma asneira em inglês? "" Fuck! """,Não trocadilho
4.445.H,De que material são compostas as pedras nos rins? De xixisto.,Trocadilho
4.445.N,De que material são compostas as pedras nos rins? De xisto.,Não trocadilho
4.460.H,O que é um terapeuta? São 1024 gigapeutas.,Trocadilho
4.460.N,O que é um tera? São 1024 gigas.,Não trocadilho
4.484.H,"Um homem subiu à Torre Eiffel, bebeu um sumo e mandou-se. Qual é o filme? O Último Tang em Paris.",Trocadilho
4.484.N,"Um homem subiu à Torre Eiffel, bebeu um sumo e mandou-se . Qual é o filme? O Último dia em Paris.",Não trocadilho
4.530.H,Adoro pessoas com sardas. Têm centenas de pontos a seu favor.,Trocadilho
4.530.N,Adoro pessoas com sardas . Têm centenas de pontos na sua cara.,Não trocadilho
4.538.H,O que aconteceu ao vegan que comeu demasiados legumes? Apanhou uma verdose.,Trocadilho
4.538.N,O que aconteceu ao vegan que comeu demasiados legumes? Apanhou uma gastroentrite.,Não trocadilho
4.555.H,Quando é que os carros não trabalham? Quando vão de ferries.,Trocadilho
4.555.N,Quando é que os carros não trabalham? Quando não têm energia.,Não trocadilho
4.564.H,"Como é que se diz ""peido"" em árabe? Al-bufeira.",Trocadilho
4.564.N,"Como é que se diz "" Albufeira "" em árabe? Albufeira.",Não trocadilho
4.607.H,Por que é que o motard foi despedido? Porque não estava capacetado para o trabalho.,Trocadilho
4.607.N,Por que é que o treinador foi despedido? Porque não estava capacitado para o trabalho.,Não trocadilho
4.623.H,"Qual é o contrário de ""simpatia""? Nãopotio.",Trocadilho
4.623.N,"Qual é o contrário de "" simpatia ""? Antipatia.",Não trocadilho
4.627.H,Um homem teve um filho nos Estados Unidos. Qual é o filme? American Pai.,Trocadilho
4.627.N,Um homem viu um filme nos Estados Unidos . Qual é o filme? American Pie.,Não trocadilho
4.697.H,"Como se diz ""terror"" em japonês? Aikimedu.",Trocadilho
4.697.N,"Como se diz "" terror "" em japonês? Hora.",Não trocadilho
4.704.H,As minhas plantas dos pés deram flores. São dálias.,Trocadilho
4.704.N,As minhas plantas do jardim deram flores . São dálias .,Não trocadilho
5.762.H,O que se usa pra aumentar os cílios? Cílio-cone.,Trocadilho
5.762.N,O que se usa pra aumentar os cílios? Rímel.,Não trocadilho
5.3258.H,Qual apresentadora teve um ataque cardíaco ? Infarte na Bernardes.,Trocadilho
5.3258.N,Qual apresentadora teve um ataque de susto? Infarte na Bernardes.,Não trocadilho
5.3002.H,Qual personagem da Disney já morou em Hogwarts? Dumbodore.,Trocadilho
5.3002.N,Qual personagem da Disney já morou em Hogwarts? Mickey.,Não trocadilho
5.3957.H,Qual rapper que te convidava pro sexo oral? Chupac.,Trocadilho
5.3957.N,Qual rapper que te convidava pro sexo oral? RM.,Não trocadilho
5.1269.H,Qual seleção trabalha pesado? Pánamão.,Trocadilho
5.1269.N,Qual seleção trabalha pesado? Brasil.,Não trocadilho
5.4060.H,Qual autor bebia para escrever? Ferreira Golar.,Trocadilho
5.4060.N,Qual autor bebia para escrever? Nelson Rodrigues.,Não trocadilho
5.766.H,Qual o bairro de SP favorito do Schwarzenegger?  A Bela Vista Baby.,Trocadilho
5.766.N,Qual o bairro de SP favorito do Schwarzenegger?   A Bela Vista.,Não trocadilho
5.930.H,Qual a dança favorita dos bebês? Dança do Ventre,Trocadilho
5.930.N,Qual a dança favorita dos bebês? Dança da Mãozinha,Não trocadilho
5.167.H,"O que o padrinho da faca disse?  ""Oi, afiado"".",Trocadilho
5.167.N,"O que o padrinho da faca disse? "" Oi, afilhado "".",Não trocadilho
5.3488.H,Que órgão ajudou encontrar o governador de São Paulo? A Procurar Doria.,Trocadilho
5.3488.N,Que órgão ajudou o governador de São Paulo? A Procurar Doria.,Não trocadilho
5.2142.H,Por que os jogadores de vôlei estão sempre no foco da notícia? Porque eles são bons na manchete ,Trocadilho
5.2142.N,Por que os jogadores de vôlei estão sempre no foco da notícia? Porque eles são bons na ataque,Não trocadilho
5.350.H,Qual o dinossauro que faz sequestros rápidos? O Velocirapto.,Trocadilho
5.350.N,Qual o dinossauro que faz sequestros rápidos? O estegossauro.,Não trocadilho
5.2904.H,Qual vegetal se manifesta quando batem na porta? Eu quiabo ,Trocadilho
5.2904.N,Qual vegetal se manifesta quando batem na porta? quiabo,Não trocadilho
5.349.H,Qual o militar mais romântico que já existiu? Marechal Te Adoro da Fonseca,Trocadilho
5.349.N,Qual o militar mais romântico que já existiu? Marechal Teodoro da Fonseca,Não trocadilho
5.2492.H,Por que o alfaiate foi expulso da balada? Porque ele perdeu a linha.,Trocadilho
5.2492.N,Por que o alfaiate foi expulso da balada? Porque ele brigou.,Não trocadilho
5.1661.H,Qual é o desenho favorito do Michael Jackson? Smurf Criminal.,Trocadilho
5.1661.N,Qual é o desenho favorito do Michael Jackson? Os Smurfs.,Não trocadilho
5.2082.H,Qual é o compositor mais jovem? Babythoven ,Trocadilho
5.2082.N,Qual é o compositor mais jovem? Mozart,Não trocadilho
5.1440.H,Qual o instrumento musical mais vendido no Sul? Bahteria.,Trocadilho
5.1440.N,Qual o instrumento musical mais vendido no Sul? Acordeão.,Não trocadilho
5.1255.H,Por que as freiras não costumam variar seus namorados? Por que elas tem um crushfixo.,Trocadilho
5.1255.N,Por que as freiras não costumam variar seus namorados? Por que elas tem um rosário.,Não trocadilho
5.3483.H,"Qual a atriz que vc dá satisfação sempre que bebe alguma coisa? Marisa, Tomei.",Trocadilho
5.3483.N,Qual a atriz que vc dá satisfação sempre que bebe alguma coisa? Cleo Pires.,Não trocadilho
5.794.H,Qual o cantor que sofre de incontinência urinária? Wesley Só Fraldão.,Trocadilho
5.794.N,Qual o cantor que sofre de incontinência urinária? Wesley Safadão.,Não trocadilho
5.2338.H,Qual atacante brasileiro nunca se trata em hospitais particulares? Gabriel JeSUS.,Trocadilho
5.2338.N,Qual atacante brasileiro nunca se trata em hospitais particulares? Ronaldo.,Não trocadilho
5.2412.H,"Qual é o doce que luta artes marciais? A ""iá!"" Benta",Trocadilho
5.2412.N,Qual é o doce que luta artes marciais? O arroz doce,Não trocadilho
5.2981.H,Qual personagem mais peludo dos desenhos? Tony Jerry.,Trocadilho
5.2981.N,Qual personagem mais peludo dos desenhos? Jerry.,Não trocadilho
5.2462.H,"Quando o Pica-Pau vai ao supermercado, o que ele geralmente faz? Ele pede pano.",Trocadilho
5.2462.N,"Quando o Pica-Pau vai ao supermercado, o que ele geralmente faz? Ele faz compras.",Não trocadilho
5.1610.H,O que é um pato no manicômio? Um psicopato.,Trocadilho
5.1610.N,O que é um pato no manicômio? Um cliente.,Não trocadilho
5.3866.H,Qual religioso quer matar todo mundo? Psicopapa.,Trocadilho
5.3866.N,Qual religioso quer matar todo mundo? Edir Macedo.,Não trocadilho
5.823.H,Qual a banda que não deve nada pra ninguém? Jaquitou 5.,Trocadilho
5.823.N,Qual a banda que não deve nada pra ninguém? Skank.,Não trocadilho
5.119.H,Qual é o jedi mais forte que existe? O Muque Skywalker.,Trocadilho
5.119.N,Qual é o jedi mais forte que existe? O Luke Skywalker.,Não trocadilho
5.2599.H,"O que o pregador de roupa falou pro moço da lavanderia? Ele disse que só quer varau, só quer varau, varau, varau, varau.",Trocadilho
5.2599.N,"O que o funkeiro falou pro moço da platéia? Ele disse que só quer vrau, só quer vrau, vrau, vrau, vrau.",Não trocadilho
5.3202.H,Qual peixe cai melhor no almoço da sexta-feira santa? A-tum.,Trocadilho
5.3202.N,Qual peixe cai melhor no almoço da sexta-feira santa? Bacalhau.,Não trocadilho
5.999.H,Qual desodorante ajuda a ir para o céu? Is pray.,Trocadilho
5.999.N,Qual desodorante ajuda a ir para o céu? Rexona.,Não trocadilho
5.2567.H,Por que a lata de cerveja foi se benzer? Porque ela tinha sido a malte suada.,Trocadilho
5.2567.N,Por que a lata de cerveja foi se benzer? Porque ela tinha sido amaldiçoada.,Não trocadilho
5.203.H,Por que muitos jogadores do Corínthians não foram à festa de comemoração do título brasileiro? Porque a festa foi muito longe. Lá na casa do Carille!,Trocadilho
5.203.N,Por que muitos jogadores do Corínthians não foram à festa de comemoração do título brasileiro? Porque a festa foi muito longe . Lá na casa do Fagner!,Não trocadilho
5.2618.H,Qual ator é uma frutinha? Char Lichia.,Trocadilho
5.2618.N,Qual ator é uma frutinha? Charlie Sheen.,Não trocadilho
5.3623.H,Qual é o detetive que joga tênis? Ace Ventura.,Trocadilho
5.3623.N,Qual é o detetive que assiste tênis? Ace Ventura.,Não trocadilho
5.517.H,Por que quem tem os dois pés chatos vai para a Hanna Barbera? Pra ficar com o Pepe Legal.,Trocadilho
5.517.N,Por que quem tem os dois pés chatos vai para a Hanna Barbera? Pra ficar com o Jetsons.,Não trocadilho
5.3231.H,Por que o rapaz não mostrou os slides em sua apresentação na empresa? Porque ele Esxcel de levar.,Trocadilho
5.3231.N,Por que o rapaz não mostrou os slides em sua apresentação na empresa? Porque ele esqueceu de levar.,Não trocadilho
5.2253.H,Doce preferido dos gatos quando estão no cio? Clit cat ,Trocadilho
5.2253.N,Doce preferido dos gatos quando estão no cio? Jujuba,Não trocadilho
5.283.H,O que o coveiro disse quando pediram a ele para gerenciar o cemitério? Isso não é da minha ossada.,Trocadilho
5.283.N,O que o coveiro disse quando pediram a ele para gerenciar o cemitério? Isso não é da minha alçada.,Não trocadilho
5.3571.H,Qual personagem não fala muito? CAlladin.,Trocadilho
5.3571.N,Qual personagem não fala muito? Alladin.,Não trocadilho
5.2701.H,"O que a pessoa faz quando tem que dividir uma palavra, mas não sabe? Uma divisão seilábica.",Trocadilho
5.2701.N,"O que a pessoa faz quando tem que dividir uma palavra, mas não sabe? Uma divisão silábica.",Não trocadilho
5.1325.H,O que aconteceu quando o policial olhou no espelho? O polícia se viu.,Trocadilho
5.1325.N,O que aconteceu quando o policial olhou no espelho? O polícia se achou.,Não trocadilho
5.2027.H,Qual comediante faz balé? Gregório Duviplier ,Trocadilho
5.2027.N,Qual comediante faz balé? Gregório Duvivier,Não trocadilho
5.3065.H,Que personagem infantil só faz boquete? Oralcio.,Trocadilho
5.3065.N,Que personagem infantil só faz dançar? Tchutchucão.,Não trocadilho
5.1054.H,Por que o carbono alfa ficou nervoso?  Porque uma carboxila tirou amina dele.,Trocadilho
5.1054.N,Por que o carbono alfa ficou nervoso? Porque uma carboxila tirou a mulher dele.,Não trocadilho
5.2460.H,Qual é o humorista que é a musa do verão? O Felipe Diih Lopes.,Trocadilho
5.2460.N,Qual é o humorista que é a musa do verão? O Marcos Castro.,Não trocadilho
5.2563.H,"Quando um extraterrestre cai, o que ele passa no machucado? Marte-olate.",Trocadilho
5.2563.N,"Quando um extraterrestre cai, o que ele passa no machucado? Remédio.",Não trocadilho
5.3119.H,Qual o nome da mãe do super-herói que nunca vai em praia com águas geladas? Martha Kent.,Trocadilho
5.3119.N,Qual o nome da mãe do super-herói que nunca vai em praia com águas geladas? Martha Wayne.,Não trocadilho
5.2005.H,Qual é o peixe cristão que vive fora d’água? Salmão da Montanha ,Trocadilho
5.2005.N,Qual é o peixe cristão que vive fora d’água? Sardinha,Não trocadilho
5.3722.H,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Tchaucão,Trocadilho
5.3722.N,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Kung Lao,Não trocadilho
5.1210.H,"O que um empacotador gay falou para o outro? ""Lacrou, viado?""",Trocadilho
5.1210.N,"O que um empacotador gay falou para o outro? "" Lacrou, bicha? """,Não trocadilho
5.2198.H,Qual é o Animal favorito da galinha? O Unicorn ,Trocadilho
5.2198.N,Qual é o Animal favorito da galinha? O galo,Não trocadilho
5.2622.H,Qual chá preferido dos pedreiros? Santo Andaime.,Trocadilho
5.2622.N,Qual chá preferido dos pedreiros? Santo Daime.,Não trocadilho
5.2449.H,Qual é o pintor que vai para Aparecida a pé? O Romeiro Britto.,Trocadilho
5.2449.N,Qual é o pintor que vai para Aparecida a pé? O Di Cavalcanti.,Não trocadilho
5.2872.H,Por que o chefe do tráfico foi pra Itália? Porque quem tem boca vai a Roma. ,Trocadilho
5.2872.N,Por que o chefe do tráfico foi pra Itália? Porque quem tem dinheiro vai a Roma.,Não trocadilho
5.1767.H,Por que é irônico ter um táxi em Far Cry? Porque é um jogo da Ubersoft. ,Trocadilho
5.1767.N,O que o burro disse para a mula? Oi.,Não trocadilho
5.3666.H,Qual dublador que não toma banho? Fede Mascarenhas.,Trocadilho
5.3666.N,Qual dublador que não toma banho? Mário Jorge.,Não trocadilho
5.909.H,Qual é a roupa que é usada hoje para derrotar o Darth Vader?  Luke do dia.,Trocadilho
5.909.N,Qual é a roupa que é usada para derrotar o Darth Vader? Luke do dia.,Não trocadilho
5.3603.H,Que escritora homenageou o negão do whatsapp? Tora Toralina.,Trocadilho
5.3603.N,Que escritora homenageou o negão do whatsapp? Cora Coralina.,Não trocadilho
5.606.H,Qual a cantora que sempre aceita chá? Kesha.,Trocadilho
5.606.N,Qual a cantora que sempre aceita chá? Pink.,Não trocadilho
5.1505.H,Como o elétron atende o telefone? Próton.,Trocadilho
5.1505.N,Como o elétron atende o telefone? Alô.,Não trocadilho
5.406.H,Como se chama o amigo japonês da dentadura? Corega.,Trocadilho
5.406.N,Como se chama o amigo japonês da dentadura? Hashi.,Não trocadilho
5.3014.H,Qual banda brasileira que vive trocando tiro? Bocalibre.,Trocadilho
5.3014.N,Qual banda brasileira que vive trocando tiro? Ultraje a Rigor.,Não trocadilho
5.2227.H,Por que o japonês jogou o Tony Ramos na sopa? Porque tempero ,Trocadilho
5.2227.N,Por que o japonês jogou o sal na sopa? Porque tempero,Não trocadilho
5.1858.H,Que cantora faz pequenas transmissões na internet? Avril Livinha.,Trocadilho
5.1858.N,Qual é o cigarro que todos os comediantes gostam? Malboro.,Não trocadilho
5.1670.H,Qual é o app que os jardineiros fazem questão de cortar da vida social deles? Instagrama.,Trocadilho
5.1670.N,Qual é o app que os jardineiros fazem questão de cortar da vida social deles? Twitter.,Não trocadilho
5.3508.H,Qual rapper é também um ótimo detetive? Marcelo Deduz.,Trocadilho
5.3508.N,Qual rapper é também um ótimo detetive? Djonga.,Não trocadilho
5.4035.H,"Por que o nariz, às vezes, sente cheiro de arrogância? Por causa da humildade relativa do ar.",Trocadilho
5.4035.N,"Por que o nariz, às vezes, sente cheiro de arrogância? Por causa da humildade do ar.",Não trocadilho
5.3632.H,Qual o jogador mais hidratado do mundo? Hidraimovitch.,Trocadilho
5.3632.N,Qual o jogador mais hidratado do mundo? Alexandre Pato.,Não trocadilho
